419.0,419.0,450.0,455.0,486.0,490.0,432.0,465.0,493.0,512.0,531.0,544.0,532.0,514.0,513.0,542.0,560.0,497.0,489.0
409.0,367.0,394.0,362.0,381.0,347.0,335.0,319.0,318.0,318.0,309.0,295.0,282.0,281.0,300.0,323.0,327.0,274.0,258.0
5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
